Date,Baseline,WPR & BBP & OBV & RSI & AU & AD,WPR & BBP & OBV & RSI & AU & S,WPR & BBP & OBV & RSI & AD & S,WPR & BBP & OBV & AU & AD & S,WPR & BBP & RSI & AU & AD & S,WPR & OBV & RSI & AU & AD & S,BBP & OBV & RSI & AU & AD & S
2019-01-02,-1080.0,10920.0,-1080.0,-1080.0,-1080.0,-1080.0,-1080.0,-1080.0
2019-01-03,-3680.0,8320.0,-3680.0,-3680.0,-3680.0,-3680.0,-3680.0,-3680.0
2019-01-04,-440.0,11560.0,-440.0,-440.0,-440.0,-440.0,-440.0,-440.0
2019-01-07,500.0,12500.0,500.0,500.0,500.0,500.0,500.0,500.0
2019-01-08,1340.0,13340.0,1340.0,1340.0,1340.0,1340.0,1340.0,1340.0
2019-01-09,2580.0,14580.0,2580.0,2580.0,2580.0,2580.0,2580.0,2580.0
2019-01-10,2710.0,14710.0,2710.0,2710.0,2710.0,2710.0,2710.0,2710.0
2019-01-11,2560.0,14560.0,2560.0,2560.0,2560.0,2560.0,2560.0,2560.0
2019-01-14,2330.0,14330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0
2019-01-15,1680.0,13680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0
2019-01-16,840.0,12840.0,840.0,840.0,840.0,840.0,840.0,840.0
2019-01-17,940.0,12840.0,940.0,940.0,940.0,940.0,940.0,940.0
2019-01-18,970.0,12870.0,970.0,970.0,970.0,970.0,970.0,970.0
2019-01-22,530.0,12430.0,530.0,530.0,530.0,530.0,530.0,530.0
2019-01-23,1050.0,12950.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0
2019-01-24,490.0,12390.0,490.0,490.0,490.0,490.0,490.0,490.0
2019-01-25,1020.0,12390.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0
2019-01-28,740.0,12390.0,740.0,740.0,740.0,740.0,740.0,740.0
2019-01-29,830.0,12390.0,830.0,830.0,830.0,830.0,830.0,830.0
2019-01-30,70.0,11630.0,70.0,70.0,70.0,70.0,70.0,70.0
2019-01-31,1440.0,13000.0,1440.0,1440.0,1440.0,1440.0,1440.0,1440.0
2019-02-01,1230.0,12790.0,1230.0,1230.0,1230.0,1230.0,1230.0,1230.0
2019-02-04,1720.0,13280.0,1720.0,1720.0,1720.0,1720.0,1720.0,1720.0
2019-02-05,2570.0,14130.0,2570.0,2570.0,2570.0,2570.0,2570.0,2570.0
2019-02-06,1330.0,12890.0,1330.0,1330.0,1330.0,1330.0,1330.0,1330.0
2019-02-07,880.0,12440.0,880.0,880.0,880.0,880.0,880.0,880.0
2019-02-08,1430.0,12990.0,1430.0,1430.0,1430.0,1430.0,1430.0,1430.0
2019-02-11,-610.0,10950.0,-610.0,-610.0,-610.0,-610.0,-610.0,-610.0
2019-02-12,-850.0,10710.0,-850.0,-850.0,-850.0,-850.0,-850.0,-850.0
2019-02-13,140.0,11700.0,140.0,140.0,140.0,140.0,140.0,140.0
2019-02-14,590.0,12150.0,590.0,590.0,590.0,590.0,590.0,590.0
2019-02-15,2500.0,14060.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0
2019-02-19,3410.0,14970.0,3410.0,3410.0,3410.0,3410.0,3410.0,3410.0
2019-02-20,3580.0,15140.0,3580.0,3580.0,3580.0,3580.0,3580.0,3580.0
2019-02-21,4180.0,15740.0,4180.0,4180.0,4180.0,4180.0,4180.0,4180.0
2019-02-22,5130.0,16690.0,5130.0,5130.0,5130.0,5130.0,5130.0,5130.0
2019-02-25,3490.0,15050.0,3490.0,3490.0,3490.0,3490.0,3490.0,3490.0
2019-02-26,3400.0,14960.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0
2019-02-27,2690.0,14250.0,2690.0,2690.0,2690.0,2690.0,2690.0,2690.0
2019-02-28,2750.0,14310.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0
2019-03-01,3900.0,15460.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0
2019-03-04,4220.0,15780.0,4220.0,4220.0,4220.0,4220.0,4220.0,4220.0
2019-03-05,3890.0,15450.0,3890.0,3890.0,3890.0,3890.0,3890.0,3890.0
2019-03-06,4730.0,16290.0,4730.0,4730.0,4730.0,4730.0,4730.0,4730.0
2019-03-07,3900.0,15460.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0
2019-03-08,3710.0,15270.0,3710.0,3710.0,3710.0,3710.0,3710.0,3710.0
2019-03-11,4630.0,15270.0,4630.0,4630.0,4630.0,4630.0,4630.0,4630.0
2019-03-12,4610.0,15250.0,4610.0,4610.0,4610.0,4610.0,4610.0,4610.0
2019-03-13,3980.0,14620.0,3980.0,3980.0,3980.0,3980.0,3980.0,3980.0
2019-03-14,4370.0,15010.0,4370.0,4370.0,4370.0,4370.0,4370.0,4370.0
2019-03-15,4840.0,15480.0,4840.0,4840.0,4840.0,4840.0,4840.0,4840.0
2019-03-18,3020.0,13660.0,3020.0,3020.0,3020.0,3020.0,3020.0,3020.0
2019-03-19,-60.0,13660.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0
2019-03-20,-70.0,13650.0,-70.0,-70.0,-70.0,-70.0,-70.0,-70.0
2019-03-21,-1380.0,12340.0,-1380.0,-1380.0,-1380.0,-1380.0,-1380.0,-1380.0
2019-03-22,-1810.0,11910.0,-1810.0,-1810.0,-1810.0,-1810.0,-1810.0,-1810.0
2019-03-25,-2240.0,11480.0,-2240.0,-2240.0,-2240.0,-2240.0,-2240.0,-2240.0
2019-03-26,80.0,13800.0,80.0,80.0,80.0,80.0,80.0,80.0
2019-03-27,220.0,13940.0,220.0,220.0,220.0,220.0,220.0,220.0
2019-03-28,640.0,14360.0,640.0,640.0,640.0,640.0,640.0,640.0
2019-03-29,960.0,14680.0,960.0,960.0,960.0,960.0,960.0,960.0
2019-04-01,2420.0,16140.0,2420.0,2420.0,2420.0,2420.0,2420.0,2420.0
2019-04-02,1880.0,15600.0,1880.0,1880.0,1880.0,1880.0,1880.0,1880.0
2019-04-03,2430.0,16150.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0
2019-04-04,4630.0,18350.0,4630.0,4630.0,4630.0,4630.0,4630.0,4630.0
2019-04-05,4880.0,18600.0,4880.0,4880.0,4880.0,4880.0,4880.0,4880.0
2019-04-08,4840.0,18560.0,4840.0,4840.0,4840.0,4840.0,4840.0,4840.0
2019-04-09,6720.0,20440.0,6720.0,6720.0,6720.0,6720.0,6720.0,6720.0
2019-04-10,7020.0,20740.0,7020.0,7020.0,7020.0,7020.0,7020.0,7020.0
2019-04-11,6460.0,20180.0,6460.0,6460.0,6460.0,6460.0,6460.0,6460.0
2019-04-12,19760.0,33480.0,19760.0,19760.0,19760.0,19760.0,19760.0,19760.0
2019-04-15,21720.0,35440.0,21720.0,21720.0,21720.0,21720.0,21720.0,21720.0
2019-04-16,19600.0,33320.0,19600.0,19600.0,19600.0,19600.0,19600.0,19600.0
2019-04-17,21430.0,35150.0,21430.0,21430.0,21430.0,21430.0,21430.0,21430.0
2019-04-18,22120.0,35840.0,22120.0,22120.0,22120.0,22120.0,22120.0,22120.0
2019-04-22,21360.0,35080.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0
2019-04-23,23020.0,36740.0,23020.0,23020.0,23020.0,23020.0,23020.0,23020.0
2019-04-24,24740.0,38460.0,24740.0,24740.0,24740.0,24740.0,24740.0,24740.0
2019-04-25,26850.0,40570.0,26850.0,26850.0,26850.0,26850.0,26850.0,26850.0
2019-04-26,29500.0,43220.0,29500.0,29500.0,29500.0,29500.0,29500.0,29500.0
2019-04-29,28890.0,42610.0,28890.0,28890.0,28890.0,28890.0,28890.0,28890.0
2019-04-30,26590.0,40310.0,26590.0,26590.0,26590.0,26590.0,26590.0,26590.0
2019-05-01,26000.0,39720.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0
2019-05-02,23790.0,37510.0,23790.0,23790.0,23790.0,23790.0,23790.0,23790.0
2019-05-03,23980.0,37510.0,23980.0,23980.0,23980.0,23980.0,23980.0,23980.0
2019-05-06,24640.0,37510.0,24640.0,24640.0,24640.0,24640.0,24640.0,24640.0
2019-05-07,23100.0,35970.0,23100.0,23100.0,23100.0,23100.0,23100.0,23100.0
2019-05-08,24630.0,35970.0,24630.0,24630.0,24630.0,24630.0,24630.0,24630.0
2019-05-09,23250.0,35970.0,23250.0,23250.0,23250.0,23250.0,23250.0,23250.0
2019-05-10,23690.0,36410.0,23690.0,23690.0,23690.0,23690.0,23690.0,23690.0
2019-05-13,21020.0,36410.0,21020.0,21020.0,21020.0,21020.0,21020.0,21020.0
2019-05-14,22860.0,38250.0,22860.0,22860.0,22860.0,22860.0,22860.0,22860.0
2019-05-15,24320.0,39710.0,24320.0,24320.0,24320.0,24320.0,24320.0,24320.0
2019-05-16,25130.0,40520.0,25130.0,25130.0,25130.0,25130.0,25130.0,25130.0
2019-05-17,24680.0,40070.0,24680.0,24680.0,24680.0,24680.0,24680.0,24680.0
2019-05-20,23560.0,38950.0,23560.0,23560.0,23560.0,23560.0,23560.0,23560.0
2019-05-21,23740.0,39130.0,23740.0,23740.0,23740.0,23740.0,23740.0,23740.0
2019-05-22,23500.0,38890.0,23500.0,23500.0,23500.0,23500.0,23500.0,23500.0
2019-05-23,22400.0,37790.0,22400.0,22400.0,22400.0,22400.0,22400.0,22400.0
2019-05-24,22460.0,37850.0,22460.0,22460.0,22460.0,22460.0,22460.0,22460.0
2019-05-28,22290.0,37680.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0
2019-05-29,21250.0,36640.0,21250.0,21250.0,21250.0,21250.0,21250.0,21250.0
2019-05-30,21870.0,36640.0,21870.0,21870.0,21870.0,21870.0,21870.0,21870.0
2019-05-31,21720.0,36490.0,21720.0,21720.0,21720.0,21720.0,21720.0,21720.0
2019-06-03,22140.0,36490.0,22140.0,22140.0,22140.0,22140.0,22140.0,22140.0
2019-06-04,24460.0,36490.0,24460.0,24460.0,24460.0,24460.0,24460.0,24460.0
2019-06-05,25570.0,37600.0,25570.0,25570.0,25570.0,25570.0,25570.0,25570.0
2019-06-06,26820.0,38850.0,26820.0,26820.0,26820.0,26820.0,26820.0,26820.0
2019-06-07,27640.0,39670.0,27640.0,27640.0,27640.0,27640.0,27640.0,27640.0
2019-06-10,26690.0,38720.0,26690.0,26690.0,26690.0,26690.0,26690.0,26690.0
2019-06-11,24720.0,36750.0,24720.0,24720.0,24720.0,24720.0,24720.0,24720.0
2019-06-12,25350.0,37380.0,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0
2019-06-13,31300.0,43330.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0
2019-06-14,31210.0,43240.0,31210.0,31210.0,31210.0,31210.0,31210.0,31210.0
2019-06-17,30540.0,42570.0,30540.0,30540.0,30540.0,30540.0,30540.0,30540.0
2019-06-18,28830.0,40860.0,28830.0,28830.0,28830.0,28830.0,28830.0,28830.0
2019-06-19,30490.0,42520.0,30490.0,30490.0,30490.0,30490.0,30490.0,30490.0
2019-06-20,31580.0,43610.0,31580.0,31580.0,31580.0,31580.0,31580.0,31580.0
2019-06-21,29810.0,41840.0,29810.0,29810.0,29810.0,29810.0,29810.0,29810.0
2019-06-24,28810.0,41840.0,28810.0,28810.0,28810.0,28810.0,28810.0,28810.0
2019-06-25,29520.0,41840.0,29520.0,29520.0,29520.0,29520.0,29520.0,29520.0
2019-06-26,29970.0,41840.0,29970.0,29970.0,29970.0,29970.0,29970.0,29970.0
2019-06-27,28890.0,40760.0,28890.0,28890.0,28890.0,28890.0,28890.0,28890.0
2019-06-28,29220.0,41090.0,29220.0,29220.0,29220.0,29220.0,29220.0,29220.0
2019-07-01,31210.0,43080.0,31210.0,31210.0,31210.0,31210.0,31210.0,31210.0
2019-07-02,32080.0,43950.0,32080.0,32080.0,32080.0,32080.0,32080.0,32080.0
2019-07-03,32520.0,44390.0,32520.0,32520.0,32520.0,32520.0,32520.0,32520.0
2019-07-05,32870.0,44740.0,32870.0,32870.0,32870.0,32870.0,32870.0,32870.0
2019-07-08,31450.0,43320.0,31450.0,31450.0,31450.0,31450.0,31450.0,31450.0
2019-07-09,32040.0,43910.0,32040.0,32040.0,32040.0,32040.0,32040.0,32040.0
2019-07-10,33960.0,45830.0,33960.0,33960.0,33960.0,33960.0,33960.0,33960.0
2019-07-11,33980.0,45850.0,33980.0,33980.0,33980.0,33980.0,33980.0,33980.0
2019-07-12,35290.0,47160.0,35290.0,35290.0,35290.0,35290.0,35290.0,35290.0
2019-07-15,35470.0,47340.0,35470.0,35470.0,35470.0,35470.0,35470.0,35470.0
2019-07-16,34710.0,46580.0,34710.0,34710.0,34710.0,34710.0,34710.0,34710.0
2019-07-17,32990.0,44860.0,32990.0,32990.0,32990.0,32990.0,32990.0,32990.0
2019-07-18,32060.0,43930.0,32060.0,32060.0,32060.0,32060.0,32060.0,32060.0
2019-07-19,30290.0,43930.0,30290.0,30290.0,30290.0,30290.0,30290.0,30290.0
2019-07-22,31270.0,44910.0,31270.0,31270.0,31270.0,31270.0,31270.0,31270.0
2019-07-23,31690.0,44910.0,31690.0,31690.0,31690.0,31690.0,31690.0,31690.0
2019-07-24,31720.0,44940.0,31720.0,31720.0,31720.0,31720.0,31720.0,31720.0
2019-07-25,33630.0,46850.0,33630.0,33630.0,33630.0,33630.0,33630.0,33630.0
2019-07-26,35060.0,48280.0,35060.0,35060.0,35060.0,35060.0,35060.0,35060.0
2019-07-29,36790.0,50010.0,36790.0,36790.0,36790.0,36790.0,36790.0,36790.0
2019-07-30,35340.0,48560.0,35340.0,35340.0,35340.0,35340.0,35340.0,35340.0
2019-07-31,33430.0,46650.0,33430.0,33430.0,33430.0,33430.0,33430.0,33430.0
2019-08-01,32280.0,45500.0,32280.0,32280.0,32280.0,32280.0,32280.0,32280.0
2019-08-02,32140.0,45360.0,32140.0,32140.0,32140.0,32140.0,32140.0,32140.0
2019-08-05,28750.0,41970.0,28750.0,28750.0,28750.0,28750.0,28750.0,28750.0
2019-08-06,32300.0,45520.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0
2019-08-07,25330.0,38550.0,25330.0,25330.0,25330.0,25330.0,25330.0,25330.0
2019-08-08,28340.0,41560.0,28340.0,28340.0,28340.0,28340.0,28340.0,28340.0
2019-08-09,28970.0,42190.0,28970.0,28970.0,28970.0,28970.0,28970.0,28970.0
2019-08-12,26210.0,39430.0,26210.0,26210.0,26210.0,26210.0,26210.0,26210.0
2019-08-13,27460.0,40680.0,27460.0,27460.0,27460.0,27460.0,27460.0,27460.0
2019-08-14,23330.0,36550.0,23330.0,23330.0,23330.0,23330.0,23330.0,23330.0
2019-08-15,23890.0,37110.0,23890.0,23890.0,23890.0,23890.0,23890.0,23890.0
2019-08-16,25660.0,38880.0,25660.0,25660.0,25660.0,25660.0,25660.0,25660.0
2019-08-19,25750.0,38970.0,25750.0,25750.0,25750.0,25750.0,25750.0,25750.0
2019-08-20,25600.0,38820.0,25600.0,25600.0,25600.0,25600.0,25600.0,25600.0
2019-08-21,26220.0,39440.0,26220.0,26220.0,26220.0,26220.0,26220.0,26220.0
2019-08-22,26540.0,39760.0,26540.0,26540.0,26540.0,26540.0,26540.0,26540.0
2019-08-23,22160.0,35380.0,22160.0,22160.0,22160.0,22160.0,22160.0,22160.0
2019-08-26,25080.0,38300.0,25080.0,25080.0,25080.0,25080.0,25080.0,25080.0
2019-08-27,24960.0,38180.0,24960.0,24960.0,24960.0,24960.0,24960.0,24960.0
2019-08-28,27010.0,40230.0,27010.0,27010.0,27010.0,27010.0,27010.0,27010.0
2019-08-29,28290.0,41510.0,28290.0,28290.0,28290.0,28290.0,28290.0,28290.0
2019-08-30,27710.0,40930.0,27710.0,27710.0,27710.0,27710.0,27710.0,27710.0
2019-09-03,26770.0,39990.0,26770.0,26770.0,26770.0,26770.0,26770.0,26770.0
2019-09-04,28340.0,41560.0,28340.0,28340.0,28340.0,28340.0,28340.0,28340.0
2019-09-05,29280.0,42500.0,29280.0,29280.0,29280.0,29280.0,29280.0,29280.0
2019-09-06,29990.0,43210.0,29990.0,29990.0,29990.0,29990.0,29990.0,29990.0
2019-09-09,29270.0,42490.0,29270.0,29270.0,29270.0,29270.0,29270.0,29270.0
2019-09-10,26250.0,39470.0,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0
2019-09-11,26650.0,39870.0,26650.0,26650.0,26650.0,26650.0,26650.0,26650.0
2019-09-12,27950.0,41170.0,27950.0,27950.0,27950.0,27950.0,27950.0,27950.0
2019-09-13,28470.0,41690.0,28470.0,28470.0,28470.0,28470.0,28470.0,28470.0
2019-09-16,26260.0,39480.0,26260.0,26260.0,26260.0,26260.0,26260.0,26260.0
2019-09-17,26770.0,39480.0,26770.0,26770.0,26770.0,26770.0,26770.0,26770.0
2019-09-18,27260.0,39480.0,27260.0,27260.0,27260.0,27260.0,27260.0,27260.0
2019-09-19,23780.0,39480.0,23780.0,23780.0,23780.0,23780.0,23780.0,23780.0
2019-09-20,22750.0,38450.0,22750.0,22750.0,22750.0,22750.0,22750.0,22750.0
2019-09-23,22940.0,38640.0,22940.0,22940.0,22940.0,22940.0,22940.0,22940.0
2019-09-24,22450.0,38150.0,22450.0,22450.0,22450.0,22450.0,22450.0,22450.0
2019-09-25,23570.0,39270.0,23570.0,23570.0,23570.0,23570.0,23570.0,23570.0
2019-09-26,21760.0,37460.0,21760.0,21760.0,21760.0,21760.0,21760.0,21760.0
2019-09-27,20460.0,36160.0,20460.0,20460.0,20460.0,20460.0,20460.0,20460.0
2019-09-30,20810.0,36510.0,20810.0,20810.0,20810.0,20810.0,20810.0,20810.0
2019-10-01,20050.0,35750.0,20050.0,20050.0,20050.0,20050.0,20050.0,20050.0
2019-10-02,19640.0,35340.0,19640.0,19640.0,19640.0,19640.0,19640.0,19640.0
2019-10-03,18660.0,34360.0,18660.0,18660.0,18660.0,18660.0,18660.0,18660.0
2019-10-04,20760.0,36460.0,20760.0,20760.0,20760.0,20760.0,20760.0,20760.0
2019-10-07,21390.0,37090.0,21390.0,21390.0,21390.0,21390.0,21390.0,21390.0
2019-10-08,18970.0,34670.0,18970.0,18970.0,18970.0,18970.0,18970.0,18970.0
2019-10-09,19830.0,35530.0,19830.0,19830.0,19830.0,19830.0,19830.0,19830.0
2019-10-10,19840.0,35540.0,19840.0,19840.0,19840.0,19840.0,19840.0,19840.0
2019-10-11,20520.0,36220.0,20520.0,20520.0,20520.0,20520.0,20520.0,20520.0
2019-10-14,20200.0,35900.0,20200.0,20200.0,20200.0,20200.0,20200.0,20200.0
2019-10-15,20260.0,35960.0,20260.0,20260.0,20260.0,20260.0,20260.0,20260.0
2019-10-16,21350.0,37050.0,21350.0,21350.0,21350.0,21350.0,21350.0,21350.0
2019-10-17,22850.0,38550.0,22850.0,22850.0,22850.0,22850.0,22850.0,22850.0
2019-10-18,21380.0,37080.0,21380.0,21380.0,21380.0,21380.0,21380.0,21380.0
2019-10-21,20750.0,36450.0,20750.0,20750.0,20750.0,20750.0,20750.0,20750.0
2019-10-22,22880.0,38580.0,22880.0,22880.0,22880.0,22880.0,22880.0,22880.0
2019-10-23,21620.0,37320.0,21620.0,21620.0,21620.0,21620.0,21620.0,21620.0
2019-10-24,20750.0,37320.0,20750.0,20750.0,20750.0,20750.0,20750.0,20750.0
2019-10-25,21390.0,37320.0,21390.0,21390.0,21390.0,21390.0,21390.0,21390.0
2019-10-28,21020.0,36950.0,21020.0,21020.0,21020.0,21020.0,21020.0,21020.0
2019-10-29,19980.0,36950.0,19980.0,19980.0,19980.0,19980.0,19980.0,19980.0
2019-10-30,20100.0,37070.0,20100.0,20100.0,20100.0,20100.0,20100.0,20100.0
2019-10-31,20420.0,37390.0,20420.0,20420.0,20420.0,20420.0,20420.0,20420.0
2019-11-01,23230.0,37390.0,23230.0,23230.0,23230.0,23230.0,23230.0,23230.0
2019-11-04,23400.0,37560.0,23400.0,23400.0,23400.0,23400.0,23400.0,23400.0
2019-11-05,21940.0,36100.0,21940.0,21940.0,21940.0,21940.0,21940.0,21940.0
2019-11-06,21760.0,35920.0,21760.0,21760.0,21760.0,21760.0,21760.0,21760.0
2019-11-07,23440.0,37600.0,23440.0,23440.0,23440.0,23440.0,23440.0,23440.0
2019-11-08,28410.0,42570.0,28410.0,28410.0,28410.0,28410.0,28410.0,28410.0
2019-11-11,27200.0,41360.0,27200.0,27200.0,27200.0,27200.0,27200.0,27200.0
2019-11-12,29020.0,43180.0,29020.0,29020.0,29020.0,29020.0,29020.0,29020.0
2019-11-13,39100.0,53260.0,39100.0,39100.0,39100.0,39100.0,39100.0,39100.0
2019-11-14,37540.0,51700.0,37540.0,37540.0,37540.0,37540.0,37540.0,37540.0
2019-11-15,35080.0,49240.0,35080.0,35080.0,35080.0,35080.0,35080.0,35080.0
2019-11-18,38040.0,52200.0,38040.0,38040.0,38040.0,38040.0,38040.0,38040.0
2019-11-19,38770.0,52930.0,38770.0,38770.0,38770.0,38770.0,38770.0,38770.0
2019-11-20,37320.0,51480.0,37320.0,37320.0,37320.0,37320.0,37320.0,37320.0
2019-11-21,37300.0,51460.0,37300.0,37300.0,37300.0,37300.0,37300.0,37300.0
2019-11-22,38680.0,52840.0,38680.0,38680.0,38680.0,38680.0,38680.0,38680.0
2019-11-25,40070.0,54230.0,40070.0,40070.0,40070.0,40070.0,40070.0,40070.0
2019-11-26,42010.0,56170.0,42010.0,42010.0,42010.0,42010.0,42010.0,42010.0
2019-11-27,41850.0,56010.0,41850.0,41850.0,41850.0,41850.0,41850.0,41850.0
2019-11-29,41950.0,56110.0,41950.0,41950.0,41950.0,41950.0,41950.0,41950.0
2019-12-02,40990.0,55150.0,40990.0,40990.0,40990.0,40990.0,40990.0,40990.0
2019-12-03,38970.0,53130.0,38970.0,38970.0,38970.0,38970.0,38970.0,38970.0
2019-12-04,38670.0,53130.0,38670.0,38670.0,38670.0,38670.0,38670.0,38670.0
2019-12-05,37830.0,53130.0,37830.0,37830.0,37830.0,37830.0,37830.0,37830.0
2019-12-06,38050.0,53350.0,38050.0,38050.0,38050.0,38050.0,38050.0,38050.0
2019-12-09,36610.0,53350.0,36610.0,36610.0,36610.0,36610.0,36610.0,36610.0
2019-12-10,36500.0,53240.0,36500.0,36500.0,36500.0,36500.0,36500.0,36500.0
2019-12-11,37980.0,54720.0,37980.0,37980.0,37980.0,37980.0,37980.0,37980.0
2019-12-12,38150.0,54890.0,38150.0,38150.0,38150.0,38150.0,38150.0,38150.0
2019-12-13,37650.0,54390.0,37650.0,37650.0,37650.0,37650.0,37650.0,37650.0
2019-12-16,39730.0,56470.0,39730.0,39730.0,39730.0,39730.0,39730.0,39730.0
2019-12-17,39000.0,55740.0,39000.0,39000.0,39000.0,39000.0,39000.0,39000.0
2019-12-18,37530.0,54270.0,37530.0,37530.0,37530.0,37530.0,37530.0,37530.0
2019-12-19,37420.0,54160.0,37420.0,37420.0,37420.0,37420.0,37420.0,37420.0
2019-12-20,38150.0,54890.0,38150.0,38150.0,38150.0,38150.0,38150.0,38150.0
2019-12-23,35950.0,52690.0,35950.0,35950.0,35950.0,35950.0,35950.0,35950.0
2019-12-24,36560.0,53300.0,36560.0,36560.0,36560.0,36560.0,36560.0,36560.0
2019-12-26,36970.0,53710.0,36970.0,36970.0,36970.0,36970.0,36970.0,36970.0
2019-12-27,37020.0,53760.0,37020.0,37020.0,37020.0,37020.0,37020.0,37020.0
2019-12-30,35040.0,51780.0,35040.0,35040.0,35040.0,35040.0,35040.0,35040.0
2019-12-31,35900.0,52640.0,35900.0,35900.0,35900.0,35900.0,35900.0,35900.0
